v8-version,7,6,303,29,0
code-creation,Builtin,3,7053,0x7ff7dd53ba80,12,DatePrototypeSetUTCFullYear
code-creation,Builtin,3,7061,0x7ff7dd53baa0,12,DatePrototypeSetUTCHours
code-creation,Builtin,3,7068,0x7ff7dd53bac0,12,DatePrototypeSetUTCMilliseconds
code-creation,Builtin,3,7076,0x7ff7dd53bae0,12,DatePrototypeSetUTCMinutes
code-creation,Builtin,3,7083,0x7ff7dd53bb00,12,DatePrototypeSetUTCMonth
code-creation,Builtin,3,7091,0x7ff7dd53bb20,12,DatePrototypeSetUTCSeconds
code-creation,Builtin,3,7098,0x7ff7dd53bb40,12,DatePrototypeToDateString
code-creation,Builtin,3,7106,0x7ff7dd53bb60,12,DatePrototypeToISOString
code-creation,Builtin,3,7113,0x7ff7dd53bb80,12,DatePrototypeToUTCString
code-creation,Builtin,3,7121,0x7ff7dd53bba0,12,DatePrototypeToString
code-creation,Builtin,3,7128,0x7ff7dd53bbc0,12,DatePrototypeToTimeString
code-creation,Builtin,3,7136,0x7ff7dd53bbe0,12,DatePrototypeToJson
code-creation,Builtin,3,7143,0x7ff7dd53bc00,12,DateUTC
code-creation,Builtin,3,7150,0x7ff7dd53bc20,12,ErrorConstructor
code-creation,Builtin,3,7157,0x7ff7dd53bc40,12,ErrorCaptureStackTrace
code-creation,Builtin,3,7164,0x7ff7dd53bc60,12,ErrorPrototypeToString
code-creation,Builtin,3,7172,0x7ff7dd53bc80,12,MakeError
code-creation,Builtin,3,7179,0x7ff7dd53bca0,12,MakeRangeError
code-creation,Builtin,3,7186,0x7ff7dd53bcc0,12,MakeSyntaxError
code-creation,Builtin,3,7193,0x7ff7dd53bce0,12,MakeTypeError
code-creation,Builtin,3,7200,0x7ff7dd53bd00,12,MakeURIError
code-creation,Builtin,3,7207,0x7ff7dd53bd20,12,ExtrasUtilsUncurryThis
code-creation,Builtin,3,7228,0x7ff7dd53bd40,12,ExtrasUtilsCallReflectApply
code-creation,Builtin,3,7237,0x7ff7dd53bd60,12,FunctionConstructor
code-creation,Builtin,3,7244,0x7ff7dd53bd80,64,FunctionPrototypeApply
code-creation,Builtin,3,7252,0x7ff7dd53bde0,12,FunctionPrototypeBind
code-creation,Builtin,3,7259,0x7ff7dd53be00,936,FastFunctionPrototypeBind
code-creation,Builtin,3,7266,0x7ff7dd53c1c0,47,FunctionPrototypeCall
code-creation,Builtin,3,7274,0x7ff7dd53c200,427,FunctionPrototypeHasInstance
code-creation,Builtin,3,7282,0x7ff7dd53c3c0,12,FunctionPrototypeToString
code-creation,Builtin,3,7289,0x7ff7dd53c3e0,201,CreateIterResultObject
code-creation,Builtin,3,7297,0x7ff7dd53c4c0,838,CreateGeneratorObject
code-creation,Builtin,3,7304,0x7ff7dd53c820,12,GeneratorFunctionConstructor
code-creation,Builtin,3,7312,0x7ff7dd53c840,532,GeneratorPrototypeNext
code-creation,Builtin,3,7319,0x7ff7dd53ca60,540,GeneratorPrototypeReturn
code-creation,Builtin,3,7327,0x7ff7dd53cc80,548,GeneratorPrototypeThrow
code-creation,Builtin,3,7334,0x7ff7dd53cec0,12,AsyncFunctionConstructor
code-creation,Builtin,3,7342,0x7ff7dd53cee0,12,GlobalDecodeURI
code-creation,Builtin,3,7349,0x7ff7dd53cf00,12,GlobalDecodeURIComponent
code-creation,Builtin,3,7356,0x7ff7dd53cf20,12,GlobalEncodeURI
code-creation,Builtin,3,7364,0x7ff7dd53cf40,12,GlobalEncodeURIComponent
code-creation,Builtin,3,7371,0x7ff7dd53cf60,12,GlobalEscape
code-creation,Builtin,3,7378,0x7ff7dd53cf80,12,GlobalUnescape
code-creation,Builtin,3,7385,0x7ff7dd53cfa0,12,GlobalEval
code-creation,Builtin,3,7392,0x7ff7dd53cfc0,149,GlobalIsFinite
code-creation,Builtin,3,7399,0x7ff7dd53d060,141,GlobalIsNaN
code-creation,Builtin,3,7407,0x7ff7dd53d100,12,JsonParse
code-creation,Builtin,3,7414,0x7ff7dd53d120,12,JsonStringify
code-creation,Builtin,3,7421,0x7ff7dd53d140,2973,LoadIC
code-creation,Builtin,3,7428,0x7ff7dd53dce0,2757,LoadIC_Megamorphic
code-creation,Builtin,3,7435,0x7ff7dd53e7c0,2825,LoadIC_Noninlined
code-creation,Builtin,3,7443,0x7ff7dd53f2e0,52,LoadICTrampoline
code-creation,Builtin,3,7450,0x7ff7dd53f320,52,LoadICTrampoline_Megamorphic
code-creation,Builtin,3,7458,0x7ff7dd53f360,6408,KeyedLoadIC
code-creation,Builtin,3,7465,0x7ff7dd540c80,11430,KeyedLoadIC_Megamorphic
code-creation,Builtin,3,7473,0x7ff7dd543940,52,KeyedLoadICTrampoline
code-creation,Builtin,3,7480,0x7ff7dd543980,52,KeyedLoadICTrampoline_Megamorphic
code-creation,Builtin,3,7487,0x7ff7dd5439c0,6024,StoreGlobalIC
code-creation,Builtin,3,7495,0x7ff7dd545160,52,StoreGlobalICTrampoline
code-creation,Builtin,3,7502,0x7ff7dd5451a0,6852,StoreIC
code-creation,Builtin,3,7509,0x7ff7dd546c80,52,StoreICTrampoline
code-creation,Builtin,3,7517,0x7ff7dd546cc0,7396,KeyedStoreIC
code-creation,Builtin,3,7524,0x7ff7dd5489c0,52,KeyedStoreICTrampoline
code-creation,Builtin,3,7532,0x7ff7dd548a00,340,StoreInArrayLiteralIC
code-creation,Builtin,3,7539,0x7ff7dd548b60,2069,LoadGlobalIC
code-creation,Builtin,3,7546,0x7ff7dd549380,2053,LoadGlobalICInsideTypeof
code-creation,Builtin,3,7554,0x7ff7dd549ba0,52,LoadGlobalICTrampoline
code-creation,Builtin,3,7561,0x7ff7dd549be0,52,LoadGlobalICInsideTypeofTrampoline
code-creation,Builtin,3,7569,0x7ff7dd549c20,2124,CloneObjectIC
code-creation,Builtin,3,7577,0x7ff7dd54a480,1942,CloneObjectIC_Slow
code-creation,Builtin,3,7584,0x7ff7dd54ac20,2352,KeyedHasIC
code-creation,Builtin,3,7591,0x7ff7dd54b560,2150,KeyedHasIC_Megamorphic
code-creation,Builtin,3,7598,0x7ff7dd54bde0,1722,IterableToList
code-creation,Builtin,3,7606,0x7ff7dd54c4a0,645,IterableToListWithSymbolLookup
code-creation,Builtin,3,7613,0x7ff7dd54c740,116,IterableToListMayPreserveHoles
code-creation,Builtin,3,7621,0x7ff7dd54c7c0,1330,FindOrderedHashMapEntry
code-creation,Builtin,3,7629,0x7ff7dd54cd00,6408,MapConstructor
code-creation,Builtin,3,7636,0x7ff7dd54e620,2188,MapPrototypeSet
code-creation,Builtin,3,7643,0x7ff7dd54eec0,1686,MapPrototypeDelete
code-creation,Builtin,3,7651,0x7ff7dd54f560,243,MapPrototypeGet
code-creation,Builtin,3,7658,0x7ff7dd54f660,203,MapPrototypeHas
code-creation,Builtin,3,7665,0x7ff7dd54f740,12,MapPrototypeClear
code-creation,Builtin,3,7674,0x7ff7dd54f760,319,MapPrototypeEntries
code-creation,Builtin,3,7681,0x7ff7dd54f8a0,166,MapPrototypeGetSize
code-creation,Builtin,3,7689,0x7ff7dd54f960,626,MapPrototypeForEach
code-creation,Builtin,3,7696,0x7ff7dd54fbe0,319,MapPrototypeKeys
code-creation,Builtin,3,7704,0x7ff7dd54fd20,319,MapPrototypeValues
code-creation,Builtin,3,7711,0x7ff7dd54fe60,1050,MapIteratorPrototypeNext
code-creation,Builtin,3,7719,0x7ff7dd550280,1406,MapIteratorToList
code-creation,Builtin,3,7726,0x7ff7dd550800,291,MathAbs
code-creation,Builtin,3,7733,0x7ff7dd550940,491,MathCeil
code-creation,Builtin,3,7740,0x7ff7dd550b40,491,MathFloor
code-creation,Builtin,3,7748,0x7ff7dd550d40,12,MathHypot
code-creation,Builtin,3,7755,0x7ff7dd550d60,317,MathImul
code-creation,Builtin,3,7762,0x7ff7dd550ea0,486,MathMax
code-creation,Builtin,3,7769,0x7ff7dd5510a0,498,MathMin
code-creation,Builtin,3,7776,0x7ff7dd5512a0,460,MathPow
code-creation,Builtin,3,7783,0x7ff7dd551480,335,MathRandom
code-creation,Builtin,3,7790,0x7ff7dd5515e0,555,MathRound
code-creation,Builtin,3,7797,0x7ff7dd551820,491,MathTrunc
code-creation,Builtin,3,7804,0x7ff7dd551a20,109,AllocateHeapNumber
code-creation,Builtin,3,7812,0x7ff7dd551aa0,624,NumberConstructor
code-creation,Builtin,3,7819,0x7ff7dd551d20,117,NumberIsFinite
code-creation,Builtin,3,7826,0x7ff7dd551da0,377,NumberIsInteger
code-creation,Builtin,3,7834,0x7ff7dd551f20,109,NumberIsNaN
code-creation,Builtin,3,7841,0x7ff7dd551fa0,409,NumberIsSafeInteger
code-creation,Builtin,3,7848,0x7ff7dd552140,223,NumberParseFloat
code-creation,Builtin,3,7855,0x7ff7dd552220,102,NumberParseInt
code-creation,Builtin,3,7863,0x7ff7dd5522a0,317,ParseInt
code-creation,Builtin,3,7870,0x7ff7dd5523e0,12,NumberPrototypeToExponential
code-creation,Builtin,3,7878,0x7ff7dd552400,12,NumberPrototypeToFixed
code-creation,Builtin,3,7885,0x7ff7dd552420,12,NumberPrototypeToLocaleString
code-creation,Builtin,3,7892,0x7ff7dd552440,12,NumberPrototypeToPrecision
code-creation,Builtin,3,7900,0x7ff7dd552460,12,NumberPrototypeToString
code-creation,Builtin,3,7908,0x7ff7dd552480,186,NumberPrototypeValueOf
code-creation,Builtin,3,7915,0x7ff7dd552540,1109,Add
code-creation,Builtin,3,7922,0x7ff7dd5529a0,557,Subtract
code-creation,Builtin,3,7929,0x7ff7dd552be0,726,Multiply
code-creation,Builtin,3,7936,0x7ff7dd552ec0,637,Divide
code-creation,Builtin,3,7943,0x7ff7dd553140,669,Modulus
code-creation,Builtin,3,7951,0x7ff7dd5533e0,691,Exponentiate
code-creation,Builtin,3,7958,0x7ff7dd5536a0,500,BitwiseAnd
code-creation,Builtin,3,7965,0x7ff7dd5538a0,500,BitwiseOr
code-creation,Builtin,3,7972,0x7ff7dd553aa0,500,BitwiseXor
code-creation,Builtin,3,7979,0x7ff7dd553ca0,512,ShiftLeft
code-creation,Builtin,3,7986,0x7ff7dd553ec0,512,ShiftRight
code-creation,Builtin,3,7993,0x7ff7dd5540e0,641,ShiftRightLogical
code-creation,Builtin,3,8001,0x7ff7dd554380,1150,LessThan
code-creation,Builtin,3,8008,0x7ff7dd554800,1150,LessThanOrEqual
code-creation,Builtin,3,8015,0x7ff7dd554c80,1150,GreaterThan
code-creation,Builtin,3,8022,0x7ff7dd555100,1150,GreaterThanOrEqual
code-creation,Builtin,3,8030,0x7ff7dd555580,1016,Equal
code-creation,Builtin,3,8037,0x7ff7dd555980,337,SameValue
code-creation,Builtin,3,8044,0x7ff7dd555ae0,204,SameValueNumbersOnly
code-creation,Builtin,3,8051,0x7ff7dd555bc0,333,StrictEqual
code-creation,Builtin,3,8058,0x7ff7dd555d20,162,BitwiseNot
code-creation,Builtin,3,8066,0x7ff7dd555de0,162,Decrement
code-creation,Builtin,3,8073,0x7ff7dd555ea0,162,Increment
code-creation,Builtin,3,8080,0x7ff7dd555f60,444,Negate
code-creation,Builtin,3,8087,0x7ff7dd556120,404,ObjectConstructor
code-creation,Builtin,3,8094,0x7ff7dd5562c0,322,ObjectAssign
code-creation,Builtin,3,8101,0x7ff7dd556420,1072,ObjectCreate
code-creation,Builtin,3,8109,0x7ff7dd556860,987,CreateObjectWithoutProperties
code-creation,Builtin,3,8116,0x7ff7dd556c40,12,ObjectDefineGetter
code-creation,Builtin,3,8124,0x7ff7dd556c60,12,ObjectDefineProperties
code-creation,Builtin,3,8131,0x7ff7dd556c80,12,ObjectDefineProperty
code-creation,Builtin,3,8139,0x7ff7dd556ca0,12,ObjectDefineSetter
code-creation,Builtin,3,8146,0x7ff7dd556cc0,1846,ObjectEntries
code-creation,Builtin,3,8175,0x7ff7dd557400,12,ObjectFreeze
code-creation,Builtin,3,8184,0x7ff7dd557420,6612,ObjectGetOwnPropertyDescriptor
code-creation,Builtin,3,8191,0x7ff7dd558e00,12,ObjectGetOwnPropertyDescriptors
code-creation,Builtin,3,8199,0x7ff7dd558e20,808,ObjectGetOwnPropertyNames
code-creation,Builtin,3,8210,0x7ff7dd559160,12,ObjectGetOwnPropertySymbols
code-creation,Builtin,3,8217,0x7ff7dd559180,12,ObjectGetPrototypeOf
code-creation,Builtin,3,8225,0x7ff7dd5591a0,12,ObjectSetPrototypeOf
code-creation,Builtin,3,8232,0x7ff7dd5591c0,381,ObjectIs
code-creation,Builtin,3,8239,0x7ff7dd559340,12,ObjectIsExtensible
code-creation,Builtin,3,8247,0x7ff7dd559360,12,ObjectIsFrozen
code-creation,Builtin,3,8254,0x7ff7dd559380,12,ObjectIsSealed
code-creation,Builtin,3,8261,0x7ff7dd5593a0,742,ObjectKeys
code-creation,Builtin,3,8269,0x7ff7dd5596a0,12,ObjectLookupGetter
code-creation,Builtin,3,8276,0x7ff7dd5596c0,12,ObjectLookupSetter
code-creation,Builtin,3,8283,0x7ff7dd5596e0,12,ObjectPreventExtensions
code-creation,Builtin,3,8290,0x7ff7dd559700,98,ObjectPrototypeToString
code-creation,Builtin,3,8298,0x7ff7dd559780,122,ObjectPrototypeValueOf
code-creation,Builtin,3,8305,0x7ff7dd559800,1904,ObjectPrototypeHasOwnProperty
code-creation,Builtin,3,8313,0x7ff7dd559f80,291,ObjectPrototypeIsPrototypeOf
code-creation,Builtin,3,8321,0x7ff7dd55a0c0,12,ObjectPrototypePropertyIsEnumerable
code-creation,Builtin,3,8328,0x7ff7dd55a0e0,12,ObjectPrototypeGetProto
code-creation,Builtin,3,8336,0x7ff7dd55a100,12,ObjectPrototypeSetProto
code-creation,Builtin,3,8343,0x7ff7dd55a120,236,ObjectPrototypeToLocaleString
code-creation,Builtin,3,8351,0x7ff7dd55a220,12,ObjectSeal
code-creation,Builtin,3,8358,0x7ff7dd55a240,1380,ObjectToString
code-creation,Builtin,3,8365,0x7ff7dd55a7c0,1494,ObjectValues
code-creation,Builtin,3,8372,0x7ff7dd55ada0,353,OrdinaryHasInstance
code-creation,Builtin,3,8380,0x7ff7dd55af20,434,InstanceOf
code-creation,Builtin,3,8387,0x7ff7dd55b0e0,268,ForInEnumerate
code-creation,Builtin,3,8394,0x7ff7dd55b200,2116,ForInFilter
code-creation,Builtin,3,8401,0x7ff7dd55ba60,841,FulfillPromise
code-creation,Builtin,3,8409,0x7ff7dd55bdc0,1049,RejectPromise
code-creation,Builtin,3,8416,0x7ff7dd55c1e0,572,ResolvePromise
code-creation,Builtin,3,8423,0x7ff7dd55c420,163,PromiseCapabilityDefaultReject
code-creation,Builtin,3,8430,0x7ff7dd55c4e0,159,PromiseCapabilityDefaultResolve
code-creation,Builtin,3,8438,0x7ff7dd55c580,342,PromiseGetCapabilitiesExecutor
code-creation,Builtin,3,8446,0x7ff7dd55c6e0,2124,NewPromiseCapability
code-creation,Builtin,3,8453,0x7ff7dd55cf40,122,PromiseConstructorLazyDeoptContinuation
code-creation,Builtin,3,8461,0x7ff7dd55cfc0,2572,PromiseConstructor
code-creation,Builtin,3,8469,0x7ff7dd55d9e0,12,IsPromise
code-creation,Builtin,3,8476,0x7ff7dd55da00,1830,PromisePrototypeThen
code-creation,Builtin,3,8483,0x7ff7dd55e140,1072,PerformPromiseThen
code-creation,Builtin,3,8491,0x7ff7dd55e580,248,PromisePrototypeCatch
code-creation,Builtin,3,8498,0x7ff7dd55e680,344,PromiseRejectReactionJob
code-creation,Builtin,3,8506,0x7ff7dd55e7e0,204,PromiseFulfillReactionJob
code-creation,Builtin,3,8513,0x7ff7dd55e8c0,1064,PromiseResolveThenableJob
code-creation,Builtin,3,8520,0x7ff7dd55ed00,179,PromiseResolveTrampoline
code-creation,Builtin,3,8528,0x7ff7dd55edc0,542,PromiseResolve
code-creation,Builtin,3,8535,0x7ff7dd55efe0,539,PromiseReject
code-creation,Builtin,3,8542,0x7ff7dd55f200,1608,PromisePrototypeFinally
code-creation,Builtin,3,8550,0x7ff7dd55f860,856,PromiseThenFinally
code-creation,Builtin,3,8557,0x7ff7dd55fbc0,856,PromiseCatchFinally
code-creation,Builtin,3,8565,0x7ff7dd55ff20,77,PromiseValueThunkFinally
code-creation,Builtin,3,8572,0x7ff7dd55ff80,106,PromiseThrowerFinally
code-creation,Builtin,3,8579,0x7ff7dd560000,4488,PromiseAll
code-creation,Builtin,3,8587,0x7ff7dd5611a0,1200,PromiseAllResolveElementClosure
code-creation,Builtin,3,8594,0x7ff7dd561660,1812,PromiseRace
code-creation,Builtin,3,8601,0x7ff7dd561d80,4824,PromiseAllSettled
code-creation,Builtin,3,8609,0x7ff7dd563060,1470,PromiseAllSettledResolveElementClosure
code-creation,Builtin,3,8617,0x7ff7dd563620,1474,PromiseAllSettledRejectElementClosure
code-creation,Builtin,3,8626,0x7ff7dd563c00,283,PromiseInternalConstructor
code-creation,Builtin,3,8634,0x7ff7dd563d20,163,PromiseInternalReject
code-creation,Builtin,3,8641,0x7ff7dd563de0,159,PromiseInternalResolve
code-creation,Builtin,3,8648,0x7ff7dd563e80,51,ReflectApply
code-creation,Builtin,3,8656,0x7ff7dd563ec0,57,ReflectConstruct
code-creation,Builtin,3,8663,0x7ff7dd563f00,12,ReflectDefineProperty
code-creation,Builtin,3,8670,0x7ff7dd563f20,12,ReflectDeleteProperty
code-creation,Builtin,3,8678,0x7ff7dd563f40,12,ReflectGet
code-creation,Builtin,3,8685,0x7ff7dd563f60,12,ReflectGetOwnPropertyDescriptor
code-creation,Builtin,3,8692,0x7ff7dd563f80,12,ReflectGetPrototypeOf
code-creation,Builtin,3,8700,0x7ff7dd563fa0,171,ReflectHas
code-creation,Builtin,3,8707,0x7ff7dd564060,12,ReflectIsExtensible
code-creation,Builtin,3,8714,0x7ff7dd564080,12,ReflectOwnKeys
code-creation,Builtin,3,8721,0x7ff7dd5640a0,12,ReflectPreventExtensions
code-creation,Builtin,3,8729,0x7ff7dd5640c0,12,ReflectSet
code-creation,Builtin,3,8736,0x7ff7dd5640e0,12,ReflectSetPrototypeOf
code-creation,Builtin,3,8746,0x7ff7dd564100,12,RegExpCapture1Getter
code-creation,Builtin,3,8753,0x7ff7dd564120,12,RegExpCapture2Getter
code-creation,Builtin,3,8761,0x7ff7dd564140,12,RegExpCapture3Getter
code-creation,Builtin,3,8768,0x7ff7dd564160,12,RegExpCapture4Getter
code-creation,Builtin,3,8775,0x7ff7dd564180,12,RegExpCapture5Getter
code-creation,Builtin,3,8783,0x7ff7dd5641a0,12,RegExpCapture6Getter
code-creation,Builtin,3,8790,0x7ff7dd5641c0,12,RegExpCapture7Getter
code-creation,Builtin,3,8797,0x7ff7dd5641e0,12,RegExpCapture8Getter
code-creation,Builtin,3,8805,0x7ff7dd564200,12,RegExpCapture9Getter
code-creation,Builtin,3,8812,0x7ff7dd564220,2492,RegExpConstructor
code-creation,Builtin,3,8819,0x7ff7dd564be0,12,RegExpInputGetter
code-creation,Builtin,3,8826,0x7ff7dd564c00,12,RegExpInputSetter
code-creation,Builtin,3,8834,0x7ff7dd564c20,12,RegExpLastMatchGetter
code-creation,Builtin,3,8841,0x7ff7dd564c40,12,RegExpLastParenGetter
code-creation,Builtin,3,8848,0x7ff7dd564c60,12,RegExpLeftContextGetter
code-creation,Builtin,3,8856,0x7ff7dd564c80,1017,RegExpPrototypeCompile
code-creation,Builtin,3,8863,0x7ff7dd565080,5216,RegExpPrototypeExec
code-creation,Builtin,3,8871,0x7ff7dd566500,242,RegExpPrototypeDotAllGetter
code-creation,Builtin,3,8878,0x7ff7dd566600,2163,RegExpPrototypeFlagsGetter
code-creation,Builtin,3,8886,0x7ff7dd566e80,279,RegExpPrototypeGlobalGetter
code-creation,Builtin,3,8893,0x7ff7dd566fa0,283,RegExpPrototypeIgnoreCaseGetter
code-creation,Builtin,3,8901,0x7ff7dd5670c0,4076,RegExpPrototypeMatch
code-creation,Builtin,3,8908,0x7ff7dd5680c0,2382,RegExpPrototypeMatchAll
code-creation,Builtin,3,8916,0x7ff7dd568a20,283,RegExpPrototypeMultilineGetter
code-creation,Builtin,3,8923,0x7ff7dd568b40,1772,RegExpPrototypeSearch
code-creation,Builtin,3,8931,0x7ff7dd569240,247,RegExpPrototypeSourceGetter
code-creation,Builtin,3,8938,0x7ff7dd569340,283,RegExpPrototypeStickyGetter
code-creation,Builtin,3,8946,0x7ff7dd569460,2088,RegExpPrototypeTest
code-creation,Builtin,3,8954,0x7ff7dd569ca0,1416,RegExpPrototypeTestFast
code-creation,Builtin,3,8961,0x7ff7dd56a240,12,RegExpPrototypeToString
code-creation,Builtin,3,8968,0x7ff7dd56a260,283,RegExpPrototypeUnicodeGetter
code-creation,Builtin,3,8976,0x7ff7dd56a380,12,RegExpRightContextGetter
code-creation,Builtin,3,8983,0x7ff7dd56a3a0,568,RegExpPrototypeSplit
code-creation,Builtin,3,8991,0x7ff7dd56a5e0,321,RegExpExecAtom
code-creation,Builtin,3,8998,0x7ff7dd56a740,1140,RegExpExecInternal
code-creation,Builtin,3,9006,0x7ff7dd56abc0,9276,RegExpMatchFast
code-creation,Builtin,3,9013,0x7ff7dd56d000,5096,RegExpPrototypeExecSlow
code-creation,Builtin,3,9020,0x7ff7dd56e400,1688,RegExpSearchFast
code-creation,Builtin,3,9028,0x7ff7dd56eaa0,5179,RegExpSplit
code-creation,Builtin,3,9035,0x7ff7dd56fee0,9067,RegExpStringIteratorPrototypeNext
code-creation,Builtin,3,9042,0x7ff7dd572260,4284,SetConstructor
code-creation,Builtin,3,9050,0x7ff7dd573320,1456,SetPrototypeHas
code-creation,Builtin,3,9058,0x7ff7dd5738e0,1908,SetPrototypeAdd
code-creation,Builtin,3,9065,0x7ff7dd574060,1630,SetPrototypeDelete
code-creation,Builtin,3,9073,0x7ff7dd5746c0,12,SetPrototypeClear
code-creation,Builtin,3,9080,0x7ff7dd5746e0,319,SetPrototypeEntries
code-creation,Builtin,3,9088,0x7ff7dd574820,166,SetPrototypeGetSize
code-creation,Builtin,3,9095,0x7ff7dd5748e0,554,SetPrototypeForEach
code-creation,Builtin,3,9102,0x7ff7dd574b20,319,SetPrototypeValues
code-creation,Builtin,3,9110,0x7ff7dd574c60,953,SetIteratorPrototypeNext
code-creation,Builtin,3,9117,0x7ff7dd575020,1322,SetOrSetIteratorToList
code-creation,Builtin,3,9125,0x7ff7dd575560,12,SharedArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,9132,0x7ff7dd575580,12,SharedArrayBufferPrototypeSlice
code-creation,Builtin,3,9140,0x7ff7dd5755a0,1240,AtomicsLoad
code-creation,Builtin,3,9147,0x7ff7dd575a80,882,AtomicsStore
code-creation,Builtin,3,9154,0x7ff7dd575e00,1616,AtomicsExchange
code-creation,Builtin,3,9162,0x7ff7dd576460,2056,AtomicsCompareExchange
code-creation,Builtin,3,9169,0x7ff7dd576c80,1744,AtomicsAdd
code-creation,Builtin,3,9176,0x7ff7dd577360,1744,AtomicsSub
code-creation,Builtin,3,9183,0x7ff7dd577a40,1744,AtomicsAnd
code-creation,Builtin,3,9191,0x7ff7dd578120,1744,AtomicsOr
code-creation,Builtin,3,9198,0x7ff7dd578800,1744,AtomicsXor
code-creation,Builtin,3,9207,0x7ff7dd578ee0,12,AtomicsNotify
code-creation,Builtin,3,9215,0x7ff7dd578f00,12,AtomicsIsLockFree
code-creation,Builtin,3,9222,0x7ff7dd578f20,12,AtomicsWait
code-creation,Builtin,3,9229,0x7ff7dd578f40,12,AtomicsWake
code-creation,Builtin,3,9251,0x7ff7dd578f60,412,StringConstructor
code-creation,Builtin,3,9258,0x7ff7dd579100,12,StringFromCodePoint
code-creation,Builtin,3,9279,0x7ff7dd579120,2084,StringFromCharCode
code-creation,Builtin,3,9286,0x7ff7dd579960,1960,StringPrototypeIncludes
code-creation,Builtin,3,9293,0x7ff7dd57a120,1736,StringPrototypeIndexOf
code-creation,Builtin,3,9301,0x7ff7dd57a800,12,StringPrototypeLastIndexOf
code-creation,Builtin,3,9308,0x7ff7dd57a820,1068,StringPrototypeMatch
code-creation,Builtin,3,9316,0x7ff7dd57ac60,3248,StringPrototypeMatchAll
code-creation,Builtin,3,9323,0x7ff7dd57b920,12,StringPrototypeLocaleCompare
code-creation,Builtin,3,9331,0x7ff7dd57b940,884,StringPrototypePadEnd
code-creation,Builtin,3,9338,0x7ff7dd57bcc0,880,StringPrototypePadStart
code-creation,Builtin,3,9345,0x7ff7dd57c040,1496,StringPrototypeReplace
code-creation,Builtin,3,9353,0x7ff7dd57c620,1068,StringPrototypeSearch
code-creation,Builtin,3,9360,0x7ff7dd57ca60,3502,StringPrototypeSplit
code-creation,Builtin,3,9368,0x7ff7dd57d820,3884,StringPrototypeSubstr
code-creation,Builtin,3,9375,0x7ff7dd57e760,4398,StringPrototypeTrim
code-creation,Builtin,3,9382,0x7ff7dd57f8a0,4074,StringPrototypeTrimEnd
code-creation,Builtin,3,9390,0x7ff7dd5808a0,4098,StringPrototypeTrimStart
code-creation,Builtin,3,9397,0x7ff7dd5818c0,12,StringRaw
code-creation,Builtin,3,9404,0x7ff7dd5818e0,12,SymbolConstructor
code-creation,Builtin,3,9412,0x7ff7dd581900,12,SymbolFor
code-creation,Builtin,3,9419,0x7ff7dd581920,12,SymbolKeyFor
code-creation,Builtin,3,9426,0x7ff7dd581940,186,SymbolPrototypeDescriptionGetter
code-creation,Builtin,3,9434,0x7ff7dd581a00,178,SymbolPrototypeToPrimitive
code-creation,Builtin,3,9441,0x7ff7dd581ac0,211,SymbolPrototypeToString
code-creation,Builtin,3,9449,0x7ff7dd581ba0,178,SymbolPrototypeValueOf
code-creation,Builtin,3,9456,0x7ff7dd581c60,126,TypedArrayBaseConstructor
code-creation,Builtin,3,9464,0x7ff7dd581ce0,65,GenericLazyDeoptContinuation
code-creation,Builtin,3,9471,0x7ff7dd581d40,312,TypedArrayConstructor
code-creation,Builtin,3,9479,0x7ff7dd581e80,12,TypedArrayPrototypeBuffer
code-creation,Builtin,3,9486,0x7ff7dd581ea0,339,TypedArrayPrototypeByteLength
code-creation,Builtin,3,9494,0x7ff7dd582000,339,TypedArrayPrototypeByteOffset
code-creation,Builtin,3,9502,0x7ff7dd582160,339,TypedArrayPrototypeLength
code-creation,Builtin,3,9509,0x7ff7dd5822c0,400,TypedArrayPrototypeEntries
code-creation,Builtin,3,9516,0x7ff7dd582460,388,TypedArrayPrototypeKeys
code-creation,Builtin,3,9525,0x7ff7dd582600,400,TypedArrayPrototypeValues
code-creation,Builtin,3,9533,0x7ff7dd5827a0,12,TypedArrayPrototypeCopyWithin
code-creation,Builtin,3,9541,0x7ff7dd5827c0,12,TypedArrayPrototypeFill
code-creation,Builtin,3,9548,0x7ff7dd5827e0,12,TypedArrayPrototypeIncludes
code-creation,Builtin,3,9556,0x7ff7dd582800,12,TypedArrayPrototypeIndexOf
code-creation,Builtin,3,9563,0x7ff7dd582820,12,TypedArrayPrototypeLastIndexOf
code-creation,Builtin,3,9571,0x7ff7dd582840,12,TypedArrayPrototypeReverse
code-creation,Builtin,3,9578,0x7ff7dd582860,1964,TypedArrayPrototypeSet
code-creation,Builtin,3,9586,0x7ff7dd583020,317,TypedArrayPrototypeToStringTag
code-creation,Builtin,3,9594,0x7ff7dd583160,9816,TypedArrayPrototypeMap
code-creation,Builtin,3,9601,0x7ff7dd5857c0,3764,TypedArrayOf
code-creation,Builtin,3,9608,0x7ff7dd586680,3988,TypedArrayFrom
code-creation,Builtin,3,9615,0x7ff7dd587620,185,WasmCompileLazy
code-creation,Builtin,3,9623,0x7ff7dd5876e0,56,WasmAllocateHeapNumber
code-creation,Builtin,3,9630,0x7ff7dd587720,294,WasmAtomicNotify
code-creation,Builtin,3,9637,0x7ff7dd587860,356,WasmI32AtomicWait
